City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Shahr-e Kord,32.3256,50.8644,23.03,19,0,1.09,IR,1662872888
Nehe,48.4833,124.8333,30.94,32,100,4.52,CN,1662872889
Najrān,17.4924,44.1277,29.29,22,99,2.41,SA,1662872889
Pangody,65.85,74.4859,6.24,58,100,1.82,RU,1662872890
Iztapa,13.9333,-90.7075,25.5,85,100,0.81,GT,1662872890
San Cristobal,7.7669,-72.225,22.1,97,69,1.1,VE,1662872891
Bonavista,48.6499,-53.1147,14.03,94,100,14.39,CA,1662872892
Thessalon,46.2501,-83.5666,16.16,94,75,4.56,CA,1662872892
Nelson Bay,-32.7167,152.15,21.03,41,8,2.24,AU,1662872893
Soyo,-6.1349,12.3689,22.5,89,41,2.82,AO,1662872894
Degtyarsk,56.704,60.0879,9.24,73,95,2.89,RU,1662872895
Sitka,57.0531,-135.33,12.94,71,20,3.09,US,1662872896
Lohja,60.2486,24.0653,9.04,100,20,1.59,FI,1662872896
Paamiut,61.994,-49.6678,6.39,83,100,6.1,GL,1662872897
Garoowe,8.4054,48.4845,25.64,64,99,11.87,SO,1662872898
Praia da Vitória,38.7333,-27.0667,22.09,86,99,9.26,PT,1662872900
Tokat,40.4167,36.5833,10.09,32,0,1.31,TR,1662872900
Kholodnyy,62.7167,147.95,10.23,36,82,6.32,RU,1662872901
Beringovskiy,63.05,179.3167,7.69,83,100,8.69,RU,1662872901
Petropavlovka,50.6114,105.3196,18.09,47,26,2.26,RU,1662872902
São José da Coroa Grande,-8.8978,-35.1478,22.74,82,35,3.83,BR,1662872902
Shimoda,34.6667,138.95,27.28,66,18,7.93,JP,1662872903
Tilichiki,60.4667,166.1,11.29,74,98,4.21,RU,1662872903
Bandraboua,-12.7044,45.1223,22.82,75,37,0.55,YT,1662872904
Tumbi,-5.0667,32.7333,21.79,50,87,3.97,TZ,1662872904
Nizhniy Odes,63.6445,54.856,5.62,96,93,1.64,RU,1662872905
Verkhnyaya Inta,65.9811,60.3094,7.1,85,100,7.65,RU,1662872905
Minsk,53.9,27.5667,9.86,96,100,7.31,BY,1662872906
Taupo,-38.6833,176.0833,13.3,70,97,2.78,NZ,1662872739
Esim,4.8699,-2.2405,22.96,89,71,3.53,GH,1662872907
Kissidougou,9.1848,-10.0999,19.42,98,100,1.24,GN,1662872907
Puerto Escondido,15.85,-97.0667,26.52,86,98,2.24,MX,1662872907
Paita,-5.0892,-81.1144,16.72,85,63,4.84,PE,1662872908
Key Largo,25.0865,-80.4473,29.44,73,100,4.42,US,1662872909
Kamaishi,39.2667,141.8833,23.92,66,31,2.27,JP,1662872726
Boyolangu,-8.1181,111.8935,25.64,85,92,4.25,ID,1662872909
Departamento de Maldonado,-34.6667,-54.9167,3.66,86,0,1.49,UY,1662872910
Örnsköldsvik,63.2909,18.7153,9.53,93,100,1.54,SE,1662872620
Kangaatsiaq,68.3065,-53.4641,6.11,93,100,7.86,GL,1662872910
Mazatlán,23.2167,-106.4167,30.01,84,75,1.54,MX,1662872912
Nanortalik,60.1432,-45.2371,6.42,81,75,3.93,GL,1662872913
Kumbhrāj,24.3667,77.05,29.81,67,15,4.6,IN,1662872914
Alta Floresta,-9.8756,-56.0861,23.76,30,9,1.58,BR,1662872915
La Primavera,5.4906,-70.4092,22.51,92,68,1.94,CO,1662872916
Qurayyat,31.3318,37.3428,26.77,21,0,5.68,SA,1662872917
Christchurch,-43.5333,172.6333,12.17,91,100,3.6,NZ,1662872858
Methóni,36.8197,21.7049,25.12,83,3,5.76,GR,1662872919
Katsuura,35.1333,140.3,25.89,76,80,9.92,JP,1662872916
Lorengau,-2.0226,147.2712,27.94,74,61,2.76,PG,1662872919
San Patricio,28.017,-97.5169,29.35,65,31,3.37,US,1662872920
Dvinskoy,62.1535,45.1175,6.91,88,100,1.31,RU,1662872921
Chui,-33.6971,-53.4616,4.95,88,0,2.16,UY,1662872921
Kahului,20.8947,-156.47,27.01,76,20,8.23,US,1662872922
Sawākin,19.1059,37.3321,33.07,47,94,1.15,SD,1662872922
Presque Isle,46.6811,-68.0159,17.24,100,100,0.0,US,1662872922
Merauke,-8.4667,140.3333,27.71,78,82,5.21,ID,1662872624
Ulladulla,-35.35,150.4667,17.65,51,2,4.16,AU,1662872838
Bealanana,-14.55,48.7333,16.27,75,59,1.92,MG,1662872925
Williamsport,41.2412,-77.0011,19.73,88,75,0.0,US,1662872925
Muyezerskiy,63.9333,31.65,6.94,75,61,1.37,RU,1662872926
Garden City,42.3256,-83.331,23.29,77,75,3.6,US,1662872926
Springbok,-29.6643,17.8865,9.15,70,95,1.78,ZA,1662872927
Sorrento,40.626,14.3744,24.03,90,18,2.27,IT,1662872928
Bandarbeyla,9.4942,50.8122,27.67,68,100,9.76,SO,1662872928
Dannenberg,53.0967,11.09,15.08,98,24,2.22,DE,1662872929
Okha,53.5739,142.9478,13.51,72,87,3.72,RU,1662872929
Atambua,-9.1061,124.8925,29.69,50,12,1.74,ID,1662872930
Srednekolymsk,67.45,153.6833,6.52,90,100,1.91,RU,1662872930
Fortuna,40.5982,-124.1573,17.59,89,98,1.23,US,1662872930
Mahajanga,-15.7167,46.3167,26.01,50,20,5.14,MG,1662872931
Mahibadhoo,3.7833,72.9667,27.26,79,56,5.52,MV,1662872931
Smolenka,52.1352,113.4974,18.04,27,100,2.0,RU,1662872932
Alugan,12.2188,125.4808,29.26,69,96,2.68,PH,1662872932
Salekhard,66.53,66.6019,7.14,68,97,3.83,RU,1662872933
Nome,64.5011,-165.4064,8.04,76,75,4.12,US,1662872934
Port Hedland,-20.3167,118.5667,29.03,42,0,5.66,AU,1662872934
Jaru,-10.4389,-62.4664,26.0,68,25,1.42,BR,1662872935
Bonfim,3.0833,-59.95,24.99,74,41,1.93,BR,1662872936
Kiruna,67.8557,20.2251,-0.49,100,100,1.54,SE,1662872936
Upata,8.0086,-62.3989,24.55,93,75,1.4,VE,1662872937
Atikokan,48.7555,-91.6216,8.59,73,12,1.27,CA,1662872938
Kirillov,59.863,38.3813,8.31,71,49,0.64,RU,1662872938
Aykhal,66.0,111.5,4.21,63,75,3.83,RU,1662872940
Hobyo,5.3505,48.5268,26.42,75,43,10.48,SO,1662872940
Saint-Pierre,-21.3393,55.4781,23.82,53,8,1.54,RE,1662872941
Cedar City,37.6775,-113.0619,19.11,72,0,2.06,US,1662872941
Bonthe,7.5264,-12.505,24.34,88,100,2.97,SL,1662872942
Namwala,-15.7504,26.4384,17.84,37,0,1.89,ZM,1662872942
Santa Maria,-29.6842,-53.8069,5.93,85,0,1.64,BR,1662872943
Tabory,58.5198,64.5495,8.53,81,100,1.87,RU,1662872943
Broome,42.2506,-75.833,19.45,77,0,1.54,US,1662872944
Bairiki Village,1.3292,172.9752,29.0,70,20,4.12,KI,1662872944
Son La,21.3167,103.9,26.79,76,89,1.06,VN,1662872945
Taoudenni,22.6783,-3.9836,33.8,21,12,2.98,ML,1662872945
Namatanai,-3.6667,152.4333,29.28,62,93,6.25,PG,1662872946
Isangel,-19.55,169.2667,26.34,72,7,1.51,VU,1662872946
Port Lincoln,-34.7333,135.8667,14.74,55,88,4.28,AU,1662872946
Megion,61.0296,76.1136,7.01,67,98,0.67,RU,1662872947
Makat,47.6469,53.3463,13.69,39,0,4.83,KZ,1662872947
Chapais,49.7834,-74.8492,14.57,86,0,0.91,CA,1662872948
Hambantota,6.1241,81.1185,32.19,62,20,5.14,LK,1662872948
Abatskiy,56.2875,70.4555,10.09,66,63,5.33,RU,1662872949
Katherine,-14.4667,132.2667,33.18,49,100,3.09,AU,1662872949
Fairbanks,64.8378,-147.7164,8.98,84,0,0.0,US,1662872950
Hirara,24.8,125.2833,27.63,85,100,11.95,JP,1662872950
Lompoc,34.6391,-120.4579,23.9,80,0,0.45,US,1662872951
Kreminna,49.0495,38.2179,11.9,38,100,6.21,UA,1662872951
Deputatsky,69.3,139.9,5.14,55,99,7.82,RU,1662872952
Vostochnyy,55.8167,37.8667,7.99,56,71,2.27,RU,1662872952
Bad Bevensen,53.0833,10.5833,15.33,99,36,1.95,DE,1662872953
Kieta,-6.2167,155.6333,28.5,68,13,2.37,PG,1662872953
Coari,-4.085,-63.1414,25.85,59,40,1.39,BR,1662872954
Saint-Augustin,51.226,-58.6502,10.88,93,0,2.67,CA,1662872954
Cessnock,-32.8333,151.35,21.06,31,12,2.29,AU,1662872807
Itoman,26.1247,127.6694,31.01,79,75,9.26,JP,1662872775
Guarujá,-23.9931,-46.2564,17.72,26,100,0.45,BR,1662872956
Wattegama,6.7989,81.4808,33.22,41,68,3.21,LK,1662872956
Nagato,34.3833,131.2,27.41,75,41,2.34,JP,1662872728
Vilcún,-38.65,-72.2333,6.41,98,1,0.62,CL,1662872958
Natal,-5.795,-35.2094,21.36,100,75,1.54,BR,1662872958
Santa Cruz de La Palma,28.6835,-17.7642,23.08,83,75,2.57,ES,1662872958
Winsum,53.33,6.5208,13.39,95,6,2.44,NL,1662872959
Guéret,46.1667,1.8667,9.32,93,28,1.46,FR,1662872960
Baculin,7.4525,126.5842,30.38,64,92,3.66,PH,1662872960
Urucará,-2.5364,-57.76,24.55,58,2,1.15,BR,1662872961
Arklow,52.7931,-6.1414,10.6,92,100,1.9,IE,1662872961
Kiryat Gat,31.61,34.7642,24.49,100,0,0.6,IL,1662872962
Bud,39.447,-86.1758,22.04,97,83,2.83,US,1662872962
Dicabisagan,17.0818,122.4157,31.0,65,87,2.49,PH,1662872963
Dubno,50.4169,25.7343,11.05,97,100,4.11,UA,1662872963
Abbeville,50.1,1.8333,13.05,93,3,0.79,FR,1662872965
Linguère,15.3953,-15.1193,26.07,87,97,5.27,SN,1662872966
Sant Feliu de Guíxols,41.7833,3.0333,21.83,68,2,2.18,ES,1662872967
Sola,-13.8833,167.55,26.8,71,16,7.66,VU,1662872969
Bilma,18.6853,12.9164,29.58,15,28,2.0,NE,1662872969
Wadi Maliz,36.4681,8.5495,24.04,56,16,0.23,TN,1662872970
Sault Ste. Marie,46.5168,-84.3333,18.16,88,100,3.09,CA,1662872973
Dalby,-27.1833,151.2667,21.66,41,45,0.89,AU,1662872973
Bitkine,11.9801,18.2138,23.32,89,99,0.95,TD,1662872974
Brest,52.1,23.7,8.74,96,100,4.11,BY,1662872977
Simao,22.7886,100.9748,22.95,73,100,0.17,CN,1662872978
Corralillo,22.9819,-80.5856,26.03,85,90,3.04,CU,1662872980
Havøysund,70.9963,24.6622,7.13,85,100,1.35,NO,1662872980
Labuan,5.2767,115.2417,27.47,76,88,2.8,MY,1662872716
Pergamino,-33.89,-60.5736,6.98,48,0,3.31,AR,1662872981
Chara,56.9064,118.2631,11.4,47,9,0.85,RU,1662872982
Behbahān,30.5959,50.2417,36.58,14,0,0.73,IR,1662872983
Mossamedes,-15.1961,12.1522,18.57,88,91,2.7,AO,1662872983
Leh,34.1667,77.5833,16.57,43,19,3.22,IN,1662872984
General Roca,-39.0333,-67.5833,13.57,21,0,4.81,AR,1662872985
Westport,41.1415,-73.3579,21.87,79,0,1.54,US,1662872985
Iranshahr,27.2025,60.6848,33.56,25,1,2.35,IR,1662872987
Taltal,-25.4,-70.4833,12.34,79,53,1.54,CL,1662872988
Piney Green,34.716,-77.3202,26.08,100,0,0.0,US,1662872989
Ponta Delgada,37.7333,-25.6667,22.4,78,40,8.75,PT,1662872990
Hofn,64.2539,-15.2082,10.77,92,100,4.0,IS,1662872991
Saldanha,-33.0117,17.9442,13.16,90,93,3.42,ZA,1662872991
Bradley,35.1501,-84.8666,21.75,94,100,0.32,US,1662872992
Rincon,32.296,-81.2354,27.14,96,0,2.06,US,1662872993
Arandis,-22.4167,14.9667,13.37,60,5,0.96,NA,1662872993
Kurtamysh,54.9103,64.4319,11.31,52,32,6.49,RU,1662872996
Pak Phanang,8.3511,100.202,30.02,74,100,3.97,TH,1662872996
Ahipara,-35.1667,173.1667,13.28,94,100,7.21,NZ,1662872996
Calabozo,8.9242,-67.4293,23.21,91,43,0.49,VE,1662872997
Bubaque,11.2833,-15.8333,26.88,82,98,5.15,GW,1662872997
Nabire,-3.3667,135.4833,28.79,75,89,2.59,ID,1662872961
Bathsheba,13.2167,-59.5167,28.34,83,40,4.63,BB,1662872999
Marawi,7.9986,124.2928,28.95,53,89,1.89,PH,1662872999
Nortelândia,-14.4547,-56.8028,23.55,44,3,0.67,BR,1662873000
Penzance,50.1186,-5.5371,16.38,86,100,7.29,GB,1662873003
Kyren,51.6828,102.1408,19.02,48,60,0.24,RU,1662873003
Hvolsvollur,63.7533,-20.2243,10.23,89,100,4.26,IS,1662873004
San Rafael,-34.6177,-68.3301,11.57,24,0,4.05,AR,1662873004
Adrar,20.5022,-10.0711,32.76,31,32,3.58,MR,1662872840
Tuatapere,-46.1333,167.6833,13.3,65,11,0.99,NZ,1662873005
Kargasok,59.0556,80.8572,4.91,91,100,3.51,RU,1662873010
Tabou,4.423,-7.3528,23.64,88,100,3.53,CI,1662873013
Moose Factory,51.2585,-80.6094,13.99,94,100,2.06,CA,1662873013
San Martín,-33.081,-68.4681,8.3,33,0,0.67,AR,1662873018
Zhezkazgan,47.8043,67.7144,8.99,76,75,9.0,KZ,1662873018
Udachny,66.4167,112.4,5.58,56,75,3.05,RU,1662873021
Moyale,3.5167,39.0584,18.67,76,89,6.41,KE,1662873022
Salinas,36.6777,-121.6555,24.76,74,0,2.57,US,1662873023
George Town,5.4112,100.3354,28.27,76,40,2.57,MY,1662872734
Mikhaylovka,50.06,43.2379,10.39,51,11,3.93,RU,1662873025
Carutapera,-1.195,-46.02,24.13,89,0,2.12,BR,1662873026
Sisimiut,66.9395,-53.6735,8.18,86,100,5.8,GL,1662873027
Seminole,28.7086,-81.2081,25.2,94,0,2.06,US,1662873028
Butterworth,5.3991,100.3638,28.33,76,40,2.57,MY,1662872873
Malanje,-9.5402,16.341,16.5,85,0,3.37,AO,1662873029
Tiznit Province,29.5833,-9.5,26.13,40,93,1.4,MA,1662873030
Davila,18.4726,120.5763,28.97,76,76,8.57,PH,1662873031
Wukari,7.85,9.7833,21.49,97,100,1.34,NG,1662873031
Penalva,-3.2942,-45.1736,21.75,97,8,1.41,BR,1662873033
Vallenar,-28.5708,-70.7581,9.78,85,13,0.8,CL,1662873033
Ostrovnoy,68.0531,39.5131,8.26,84,97,5.04,RU,1662873034
Krasnyy Oktyabr',56.1167,38.8833,8.3,60,15,1.94,RU,1662873034
Natchitoches,31.7668,-93.1335,21.47,100,0,1.54,US,1662873035
Ushtobe,45.2514,77.9838,24.29,44,100,5.75,KZ,1662873036
Tanuku,16.75,81.7,30.2,82,100,6.55,IN,1662872767
Ukiah,39.1502,-123.2078,21.94,56,0,0.45,US,1662873038
Mwinilunga,-11.7358,24.4293,15.75,34,1,1.83,ZM,1662873039
Beyneu,45.3167,55.2,15.45,34,0,4.44,KZ,1662873040
Rosamorada,22.1222,-105.2058,26.06,93,100,0.42,MX,1662873040
Teacapan,22.55,-105.75,27.28,82,58,2.77,MX,1662873040
Auki,-8.7676,160.7034,27.33,76,40,0.71,SB,1662873041
Kudahuvadhoo,2.6708,72.8944,27.93,72,51,5.98,MV,1662873041
Khorixas,-20.3667,14.9667,15.71,44,0,0.91,NA,1662873042
Evensk,61.95,159.2333,10.98,78,100,2.62,RU,1662873043
Cap Malheureux,-19.9842,57.6142,23.59,66,3,4.02,MU,1662873043
Engel's,51.5,46.1167,10.26,52,72,1.79,RU,1662873044
Oodweyne,9.4092,45.064,24.68,50,97,10.15,SO,1662873045
Piaçabuçu,-10.4056,-36.4344,21.84,87,56,2.58,BR,1662873046
Polovinnoye,54.7914,65.9864,10.51,60,99,7.16,RU,1662873047
Wanning,18.8003,110.3967,30.18,67,17,3.0,CN,1662873047
Vanavara,60.34,102.2797,12.64,55,100,4.87,RU,1662873048
Coyhaique,-45.5752,-72.0662,7.34,93,75,1.03,CL,1662873049
Sorong,-0.8833,131.25,28.34,67,100,1.59,ID,1662873050
Portland,45.5234,-122.6762,27.27,34,100,4.02,US,1662873028
Noyabrsk,63.1994,75.4507,6.8,58,25,0.75,RU,1662873047
Los Llanos de Aridane,28.6585,-17.9182,20.86,81,75,2.68,ES,1662873014
Cartagena,10.3997,-75.5144,27.79,89,75,2.57,CO,1662872942
Belmonte,-15.8631,-38.8828,20.1,75,49,2.72,BR,1662873052
Lagan,45.3929,47.3707,18.3,44,0,6.04,RU,1662873053
Lagoa Santa,-19.6272,-43.8897,20.54,52,0,1.54,BR,1662873054
Kamo,37.65,139.05,31.45,55,58,1.83,JP,1662873055
Tynda,55.1667,124.7167,12.45,47,67,3.71,RU,1662873056
Lagoa,39.05,-27.9833,21.93,82,100,13.98,PT,1662873057
Naica,27.85,-105.4833,26.69,39,85,3.6,MX,1662873058
Bakchar,57.0186,82.0711,11.17,74,97,1.3,RU,1662873059
Camargo,27.6667,-105.1667,26.72,40,69,2.17,MX,1662873060
Hīt,33.6416,42.8251,34.4,17,0,1.44,IQ,1662873060
Rypefjord,70.6333,23.6667,7.26,100,75,0.0,NO,1662873066
Pathein,16.7833,94.7333,28.69,75,98,3.41,MM,1662873067
Oktyabr'skiy,54.4815,53.471,9.37,75,100,2.94,RU,1662873068
Gombe,10.2897,11.1673,20.76,93,100,2.02,NG,1662872918
Lira,2.235,32.9097,19.02,89,29,0.7,UG,1662873070
Severobaykal'sk,55.65,109.3167,11.13,53,99,1.23,RU,1662873070
Bonawon,9.134,122.9193,29.15,71,87,3.08,PH,1662873070
Qaqortoq,60.7167,-46.0333,6.3,83,99,0.69,GL,1662873071
Mocajuba,-2.5842,-49.5072,23.73,90,3,1.67,BR,1662873071
Coahuayana Viejo,18.7333,-103.6833,25.38,95,100,1.56,MX,1662873072
Leningradskiy,69.3833,178.4167,4.21,90,91,4.52,RU,1662873072
Turukhansk,65.8167,87.9833,6.6,49,56,1.38,RU,1662873073
São Bernardo,-3.3614,-42.4178,21.58,97,6,1.83,BR,1662873074
Shellbrook,53.2168,-106.4011,14.59,36,7,5.63,CA,1662873075
Yanta,36.2411,115.6672,30.21,40,12,2.1,CN,1662873076
Novobirilyussy,56.9514,90.6661,15.67,45,43,2.23,RU,1662873077
Sørland,67.667,12.6934,8.92,78,100,3.06,NO,1662873078
Santa Cruz de la Sierra,-17.8,-63.1667,19.7,42,75,2.57,BO,1662873078
Cardston,49.2,-113.3019,13.05,58,0,4.63,CA,1662873080
Yinchuan,38.4681,106.2731,24.85,33,0,2.63,CN,1662873081
Berbérati,4.2612,15.7922,19.75,99,100,1.86,CF,1662873082
Uíge,-7.6087,15.0613,19.15,83,100,1.49,AO,1662873083
Mandurah,-32.55,115.7,16.9,67,10,2.76,AU,1662872971
Sept-Îles,50.2001,-66.3821,13.92,99,100,1.03,CA,1662873084
Beşikdüzü,41.052,39.2284,22.94,50,0,1.23,TR,1662873085
Dakar,14.6937,-17.4441,27.93,81,100,5.88,SN,1662873033
Saint-Joseph,-21.3667,55.6167,23.21,69,8,2.73,RE,1662873087
Flin Flon,54.7682,-101.865,11.09,55,39,3.08,CA,1662873087
Dunedin,-45.8742,170.5036,10.45,84,36,1.34,NZ,1662872981
Cheremushskiy,61.2731,47.2636,7.86,89,100,2.02,RU,1662873089
Laguna,38.421,-121.4238,24.68,57,0,4.12,US,1662873090
Washington,47.5001,-120.5015,20.22,32,0,2.2,US,1662872943
Hella,67.2,14.4333,9.47,92,100,3.6,NO,1662873091
Chimbote,-9.0853,-78.5783,15.6,90,22,5.08,PE,1662873092
Arman',59.7,150.1667,18.9,57,1,2.94,RU,1662873092
Kindu,-2.95,25.95,21.44,95,81,0.19,CD,1662873093
Palauig,15.435,119.9045,29.2,71,91,2.74,PH,1662873093
Ixtapa,20.7,-105.2,26.79,100,100,0.0,MX,1662873094
Ishigaki,24.3448,124.1572,26.07,100,75,12.35,JP,1662872798
Talaya,61.3833,152.75,8.15,74,95,3.67,RU,1662873095
Jalu,29.0331,21.5482,24.21,40,0,3.06,LY,1662873096
Sala Consilina,40.3912,15.5989,16.52,94,2,1.06,IT,1662873097
Folldal,62.1325,9.9968,4.47,87,21,0.61,NO,1662873098
Margate,51.3813,1.3862,15.5,81,7,2.25,GB,1662873098
Umluj,25.0213,37.2685,30.86,61,0,4.78,SA,1662873099
Arkhangelsk,64.5401,40.5433,8.06,100,20,2.0,RU,1662872974
Garissa,-0.4536,39.6401,24.11,74,35,6.68,KE,1662873100
Brae,60.3964,-1.353,10.02,83,45,2.49,GB,1662873101
Ouadda,8.0777,22.4007,19.6,98,91,1.28,CF,1662873102
Verkhoyansk,67.5447,133.385,9.38,45,84,4.51,RU,1662873102
Kupang,-10.1667,123.5833,30.23,54,3,5.69,ID,1662873103
